iter	Passed	Remaining
616	26383	16377
617	26425	16334
618	26471	16293
619	26515	16251
620	26550	16204
621	26594	16162
622	26640	16121
623	26682	16078
624	26725	16035
625	26761	15988
626	26800	15943
627	26843	15901
628	26890	15860
629	26930	15816
630	26974	15774
631	27010	15727
632	27050	15683
633	27099	15644
634	27136	15598
635	27177	15554
636	27219	15511
637	27257	15465
638	27290	15417
639	27325	15370
640	27360	15323
641	27399	15278
642	27439	15234
643	27480	15191
644	27524	15149
645	27567	15106
646	27615	15066
647	27652	15021
648	27692	14976
649	27732	14933
650	27768	14886
651	27804	14840
652	27850	14799
653	27896	14758
654	27942	14717
655	27982	14673
656	28026	14631
657	28063	14586
658	28096	14538
659	28132	14492
660	28167	14445
661	28216	14406
662	28260	14364
663	28304	14322
664	28348	14280
665	28382	14234
666	28416	14186
667	28457	14143
668	28504	14103
669	28549	14061
670	28590	14018
671	28637	13977
672	28685	13937
673	28734	13898
674	28771	13852
675	28812	13809
676	28852	13765
677	28901	13725
678	28936	13679
679	28981	13638
680	29023	13595
681	29057	13548
682	29092	13502
683	29131	13458
684	29170	13414
685	29208	13369
686	29251	13327
687	29303	13288
688	29346	13246
689	29385	13202
690	29431	13161
691	29483	13122
692	29522	13078
693	29565	13036
694	29602	12990
695	29636	12944
696	29668	12897
697	29705	12852
698	29752	12811
699	29798	12770
700	29833	12724
701	29871	12680
702	29923	12641
703	29967	12600
704	30010	12557
705	30060	12518
706	30105	12476
707	30145	12432
708	30177	12386
709	30218	12342
710	30260	12299
711	30298	12255
712	30350	12216
713	30386	12171
714	30429	12129
715	30467	12084
716	30508	12041
717	30551	11999
718	30596	11957
719	30642	11916
720	30688	11875
721	30734	11833
722	30779	11792
723	30817	11748
724	30850	11701
725	30887	11657
726	30930	11615
727	30970	11571
728	31005	11526
729	31049	11484
730	31095	11442
731	31138	11400
732	31184	11359
733	31228	11317
734	31271	11274
735	31317	11233
736	31346	11186
737	31384	11141
738	31424	11098
739	31468	11056
740	31514	11015
741	31555	10972
742	31603	10931
743	31637	10886
744	31684	10845
745	31722	10800
746	31757	10755
747	31806	10715
748	31840	10670
749	31874	10624
750	31910	10580
751	31947	10535
752	31992	10494
753	32039	10453
754	32075	10408
755	32115	10365
756	32152	10321
757	32188	10276
758	32223	10231
759	32267	10189
760	32302	10145
761	32346	10103
762	32393	10062
763	32428	10017
764	32471	9974
765	32506	9930
766	32539	9884
767	32592	9845
768	32638	9804
769	32670	9758
770	32707	9714
771	32753	9673
772	32794	9630
773	32824	9584
774	32857	9539
775	32894	9495
776	32933	9451
777	32980	9410
778	33030	9370
779	33077	9329
780	33106	9283
781	33145	9240
782	33189	9198
783	33236	9156
784	33275	9113
785	33312	9069
786	33360	9028
787	33392	8983
788	33438	8942
789	33475	8898
790	33522	8857
791	33554	8812
792	33606	8772
793	33652	8731
794	33700	8690
795	33741	8647
796	33782	8604
797	33817	8560
798	33851	8515
799	33898	8474
800	33945	8433
801	33993	8392
802	34038	8350
803	34087	8309
804	34127	8266
805	34175	8225
806	34205	8180
807	34243	8137
808	34275	8092
809	34322	8050
810	34373	8010
811	34413	7967
812	34446	7923
813	34496	7882
814	34531	7838
815	34578	7797
816	34623	7755
817	34672	7714
818	34711	7671
819	34757	7629
820	34797	7586
821	34834	7543
822	34872	7500
823	34918	7458
824	34962	7416
825	35000	7372
826	35034	7328
827	35074	7285
828	35115	7243
829	35154	7200
830	35192	7157
831	35232	7114
832	35282	7073
833	35330	7032
834	35366	6988
835	35404	6945
836	35443	6902
837	35478	6858
838	35513	6814
839	35555	6772
840	35602	6731
841	35645	6688
842	35678	6644
843	35721	6602
844	35753	6558
845	35786	6514
846	35831	6472
847	35874	6430
848	35913	6387
849	35945	6343
850	35983	6300
851	36029	6258
852	36082	6218
853	36121	6175
854	36161	6132
855	36199	6089
856	36247	6048
857	36281	6004
858	36320	5961
859	36355	5918
860	36392	5875
861	36435	5833
862	36471	5789
863	36523	5749
864	36556	5705
865	36590	5661
866	36651	5622
867	36711	5582
868	36758	5541
869	36794	5497
870	36834	5455
871	36869	5412
872	36903	5368
873	36944	5326
874	36974	5282
875	37008	5238
876	37038	5194
877	37071	5151
878	37117	5109
879	37160	5067
880	37194	5024
881	37227	4980
882	37262	4937
883	37304	4895
884	37342	4852
885	37386	4810
886	37428	4768
887	37473	4726
888	37513	4683
889	37554	4641
890	37593	4598
891	37639	4557
892	37692	4516
893	37737	4474
894	37780	4432
895	37822	4390
896	37863	4347
897	37898	4304
898	37938	4262
899	37978	4219
900	38022	4177
901	38057	4134
902	38095	4092
903	38133	4049
904	38171	4006
905	38206	3963
906	38252	3922
907	38292	3879
908	38326	3836
909	38358	3793
910	38400	3751
911	38441	3709
912	38477	3666
913	38517	3624
914	38562	3582
915	38608	3540
916	38655	3498
