iter	Passed	Remaining
1377	91489	74493
1378	91544	74417
1379	91587	74331
1380	91640	74255
1381	91696	74179
1382	91761	74112
1383	91836	74052
1384	91911	73993
1385	91971	73921
1386	92020	73842
1387	92080	73770
1388	92151	73708
1389	92225	73647
1390	92294	73583
1391	92350	73509
1392	92414	73440
1393	92476	73371
1394	92535	73298
1395	92606	73236
1396	92656	73156
1397	92705	73076
1398	92777	73015
1399	92840	72946
1400	92892	72868
1401	92953	72797
1402	92999	72716
1403	93067	72650
1404	93127	72579
1405	93193	72512
1406	93238	72430
1407	93292	72354
1408	93345	72278
1409	93395	72199
1410	93445	72120
1411	93519	72060
1412	93574	71985
1413	93641	71919
1414	93706	71852
1415	93759	71776
1416	93817	71703
1417	93867	71625
1418	93918	71547
1419	93975	71474
1420	94049	71413
1421	94098	71335
1422	94155	71261
1423	94203	71182
1424	94263	71110
1425	94313	71033
1426	94372	70961
1427	94427	70886
1428	94485	70814
1429	94535	70736
1430	94579	70654
1431	94635	70580
1432	94684	70501
1433	94747	70432
1434	94803	70359
1435	94847	70277
1436	94903	70203
1437	94953	70125
1438	95020	70060
1439	95079	69988
1440	95134	69914
1441	95188	69840
1442	95245	69767
1443	95305	69697
1444	95373	69632
1445	95433	69562
1446	95482	69483
1447	95551	69419
1448	95610	69348
1449	95683	69288
1450	95736	69212
1451	95791	69138
1452	95853	69070
1453	95905	68994
1454	95959	68919
1455	96025	68853
1456	96081	68780
1457	96143	68711
1458	96203	68641
1459	96281	68584
1460	96342	68514
1461	96404	68445
1462	96462	68374
1463	96517	68300
1464	96587	68237
1465	96650	68169
1466	96698	68090
1467	96757	68020
1468	96825	67955
1469	96877	67880
1470	96940	67812
1471	96996	67739
1472	97050	67665
1473	97111	67595
1474	97167	67523
1475	97215	67444
1476	97262	67365
1477	97323	67296
1478	97379	67224
1479	97439	67154
1480	97496	67082
1481	97547	67006
1482	97602	66933
1483	97651	66855
1484	97714	66788
1485	97777	66719
1486	97840	66652
1487	97894	66578
1488	97962	66514
1489	98026	66447
1490	98081	66374
1491	98146	66307
1492	98210	66241
1493	98263	66166
1494	98328	66100
1495	98382	66026
1496	98437	65954
1497	98494	65882
1498	98564	65818
1499	98638	65759
1500	98690	65684
1501	98750	65614
1502	98816	65548
1503	98883	65483
1504	98933	65407
1505	98989	65335
1506	99059	65272
1507	99114	65200
1508	99178	65133
1509	99222	65052
1510	99280	64982
1511	99327	64904
1512	99394	64839
1513	99450	64767
1514	99519	64704
1515	99589	64641
1516	99653	64574
1517	99718	64507
1518	99769	64433
1519	99837	64369
1520	99903	64303
1521	99964	64234
1522	100019	64162
1523	100064	64083
1524	100118	64010
1525	100183	63943
1526	100237	63870
1527	100293	63799
1528	100359	63734
1529	100409	63658
1530	100460	63583
1531	100516	63511
1532	100569	63438
1533	100636	63373
1534	100721	63319
1535	100777	63248
1536	100829	63174
1537	100888	63104
1538	100959	63042
1539	101018	62972
1540	101076	62902
1541	101133	62831
1542	101191	62760
1543	101253	62693
1544	101320	62628
1545	101392	62566
1546	101460	62502
1547	101521	62434
1548	101591	62371
1549	101667	62312
1550	101730	62245
1551	101793	62177
1552	101847	62105
1553	101909	62037
1554	101987	61979
1555	102049	61911
1556	102121	61849
1557	102189	61785
1558	102240	61711
1559	102294	61638
1560	102362	61574
1561	102434	61513
1562	102483	61437
1563	102539	61366
1564	102602	61299
1565	102671	61235
1566	102736	61170
1567	102796	61101
1568	102859	61033
1569	102914	60962
1570	102974	60893
1571	103043	60829
1572	103093	60755
1573	103157	60688
1574	103213	60617
1575	103289	60557
1576	103356	60493
1577	103417	60425
1578	103493	60365
1579	103562	60302
1580	103635	60241
1581	103691	60170
1582	103755	60103
1583	103815	60034
1584	103886	59972
1585	103952	59906
1586	104021	59843
1587	104077	59772
1588	104141	59705
1589	104206	59640
1590	104267	59571
1591	104318	59498
1592	104383	59432
1593	104453	59369
