iter	RMSE
0	0.1646929832
1	0.1629777192
2	0.1612867139
3	0.1596190345
4	0.1579749363
5	0.1563570035
6	0.1547571165
7	0.1531757353
8	0.1516166216
9	0.1500789831
10	0.1485662953
11	0.1470719685
12	0.1455971689
13	0.1441512624
14	0.142718274
15	0.1413035162
16	0.1399089436
17	0.1385325579
18	0.1371789643
19	0.1358415574
20	0.1345235921
21	0.1332245724
22	0.13194322
23	0.1306817617
24	0.1294354564
25	0.1282066776
26	0.1269970002
27	0.1258111238
28	0.1246377232
29	0.1234788876
30	0.1223366617
31	0.1212120315
32	0.120108233
33	0.1190152814
34	0.1179379254
35	0.1168772584
36	0.1158302162
37	0.1147996388
38	0.1137847121
39	0.1127840957
40	0.111795684
41	0.1108203101
42	0.1098644253
43	0.1089243469
44	0.1079969509
45	0.1070842368
46	0.1061850531
47	0.1053002743
48	0.1044287285
49	0.1035688885
50	0.1027210645
51	0.1018868
52	0.101064698
53	0.1002588082
54	0.09946305987
55	0.0986815158
56	0.09791026588
57	0.09715448412
58	0.09641071367
59	0.09567793457
60	0.09495509201
61	0.09424082827
62	0.09354150905
63	0.09285190259
64	0.09217230072
65	0.09150427475
66	0.09085089314
67	0.09020170476
68	0.08956530055
69	0.08893795422
70	0.08832282933
71	0.08771930516
72	0.08712465835
73	0.08653871976
74	0.08596524525
75	0.08539893179
76	0.08484374702
77	0.08430195731
78	0.08376574532
79	0.08323844137
80	0.08272379274
81	0.08221248306
82	0.08171041885
83	0.08121843253
84	0.08073401526
85	0.08026229271
86	0.07979308202
87	0.07933291972
88	0.07888194195
89	0.07844437883
90	0.07800936477
91	0.07758715648
92	0.07716690214
93	0.07675825344
94	0.07635287848
95	0.07595366955
96	0.07556326801
97	0.07518140117
98	0.07480453166
99	0.07443890582
100	0.07408101458
101	0.07373090462
102	0.07338565262
103	0.07304627556
104	0.07271278384
105	0.07238222052
106	0.0720589583
107	0.07174463607
108	0.07143562601
109	0.07113370969
110	0.07083422453
111	0.07054012018
112	0.07025055328
113	0.06996797456
114	0.06969044161
115	0.06941926788
116	0.06915531058
117	0.06889414084
118	0.06863734922
119	0.06838744908
120	0.06814198677
121	0.06790018174
122	0.06766246181
123	0.06742883468
124	0.06719945281
125	0.06697826211
126	0.06676109204
127	0.06654822025
128	0.06634032255
129	0.0661337632
130	0.06593196126
131	0.06573351308
132	0.06554179646
133	0.06535550775
134	0.06516873907
135	0.06498677119
136	0.06480869165
137	0.06463533098
138	0.06446446903
139	0.06430050378
140	0.06413697071
141	0.06397600193
142	0.06382094462
143	0.06366719457
144	0.06351765762
145	0.06337082892
146	0.06322631048
147	0.06308354919
148	0.06294572727
149	0.06280877079
150	0.06267511216
151	0.06254541261
152	0.06241872893
153	0.06229456232
154	0.0621754647
155	0.06205571087
156	0.06193838654
157	0.06182332456
158	0.06171288267
159	0.06160202999
160	0.06149480191
161	0.0613905291
162	0.06128794071
163	0.06118562917
164	0.06108647831
165	0.06099053992
166	0.06089534245
167	0.0608034189
168	0.06071377432
169	0.06062507294
170	0.0605377624
171	0.06045085053
172	0.06036798169
173	0.06028620415
174	0.06020737918
175	0.06013004548
176	0.06005316835
177	0.05997856797
178	0.05990558804
179	0.05983360451
180	0.05976417005
181	0.05969604436
182	0.05962788291
183	0.0595628813
184	0.05949862588
185	0.05943473179
186	0.05937320963
187	0.05931391507
188	0.05925475204
189	0.05919588153
190	0.05914004144
191	0.05908368976
192	0.05902893881
193	0.05897628115
194	0.05892403271
195	0.05887394683
196	0.05882549657
197	0.05877727256
198	0.05872969433
199	0.05868353043
200	0.05863825426
201	0.05859433439
202	0.05855026383
203	0.0585083143
204	0.05846551067
205	0.05842552514
206	0.05838541728
207	0.05834462944
208	0.05830652831
209	0.05826820723
210	0.0582310615
211	0.05819585769
212	0.0581611344
213	0.05812651699
214	0.05809348192
215	0.05806019892
216	0.05802888961
217	0.05799817431
218	0.05796679743
219	0.05793491673
220	0.05790444326
221	0.05787399811
222	0.05784511922
223	0.05781677664
224	0.05778893536
225	0.05776058726
226	0.05773489263
227	0.05770793263
228	0.05768266382
229	0.05765655237
230	0.05763173955
231	0.05760862194
232	0.05758448491
233	0.05756168552
234	0.05753829912
235	0.05751582684
236	0.05749351757
237	0.05747175596
238	0.05745197376
239	0.05743086267
240	0.05741011568
241	0.05739098087
242	0.0573713952
243	0.05735205627
244	0.05733386292
245	0.0573165674
246	0.0572992897
247	0.05728198826
248	0.05726470345
249	0.05724807271
250	0.05723192568
